id,name,description,citation_uri,child_ids/0,child_ids/1,child_ids/2,child_ids/3,child_ids/4,child_ids/5,child_ids/6,child_ids/7,child_ids/8,restrictions/0,child_ids/9,child_ids/10,child_ids/11,child_ids/12,positive_examples/0,positive_examples/1,positive_examples/2,positive_examples/3,positive_examples/4,positive_examples/5,positive_examples/6,positive_examples/7,positive_examples/8,positive_examples/9,positive_examples/10,positive_examples/11,positive_examples/12,child_ids/13,child_ids/14,child_ids/15,child_ids/16,child_ids/17,child_ids/18,child_ids/19,child_ids/20,child_ids/21,child_ids/22,child_ids/23,child_ids/24,restrictions/1,child_ids/25,child_ids/26
/m/07pyy8b,Pant,"Fast and noisy breathing, often associated with physical exertion.",http://wordnetweb.princeton.edu/perl/webwn?s=pant,,,,,,,,,,,,,,,youtu.be/LCB8rW5cvWk?start=30&end=40,youtu.be/rgOSgFy0S3Q?start=350&end=360,youtu.be/gOB0nM0PRTc?start=30&end=40,youtu.be/e90rd071P-E?start=20&end=30,youtu.be/jRcrVp2LZTo?start=50&end=60,youtu.be/Kn-WVGzPVZg?start=20&end=30,youtu.be/JWP10M-t0jo?start=110&end=120,youtu.be/yOO9UmPZfns?start=460&end=470,,,,,,,,,,,,,,,,,,,,
/m/07q0yl5,Snort,"The sound of a single, hard exhalation through the nose.",http://wordnetweb.princeton.edu/perl/webwn?s=snort,,,,,,,,,,,,,,,youtu.be/2PXcJCAVf38?start=50&end=60,youtu.be/AJIRlmjloBo?start=300&end=310,youtu.be/3xvs8X-u8NA?start=140&end=150,youtu.be/fSilzq77oTE?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,,
/m/01b_21,Cough,"A sudden and often repetitively occurring reflex which consists of an inhalation, a forced exhalation against a closed glottis, and a violent release of air following opening of the glottis.",http://en.wikipedia.org/wiki/Cough,/m/0dl9sf8,,,,,,,,,,,,,,youtu.be/c-yI09r8D5w?start=70&end=80,youtu.be/NIzPRH3ko6s?start=50&end=60,youtu.be/cLBKVLHFABc?start=40&end=50,youtu.be/WkaNCu_1l68?start=10&end=20,youtu.be/vA_AIILl76w?start=20&end=30,,,,,,,,,,,,,,,,,,,,,,,
/m/0dl9sf8,Throat clearing,"Forced exhalation through a partially-closed glottis to disrupt built-up mucus, or used as a social signal to draw attention to one's presence.",,,,,,,,,,,,,,,,youtu.be/xAj1xof1FeU?start=510&end=520,youtu.be/D40HPmkVjEU?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/01hsr_,Sneeze,"A convulsive expulsion of air from the lungs through the nose and mouth, usually caused by foreign particles irritating the nasal mucous.",http://en.wikipedia.org/wiki/Sneeze,,,,,,,,,,,,,,,youtu.be/8714J5_siEY?start=40&end=50,youtu.be/SG3MrCBKskE?start=70&end=80,youtu.be/gyF_tG0M9cM?start=10&end=20,youtu.be/qDXFW2kemrE?start=250&end=260,youtu.be/StJLcW5FKoI?start=20&end=30,youtu.be/HMmbLN0NoYo?start=130&end=140,,,,,,,,,,,,,,,,,,,,,,
/m/07ppn3j,Sniff,Inhale audibly through the nose.,http://wordnetweb.princeton.edu/perl/webwn?s=sniff,,,,,,,,,,,,,,,youtu.be/BDrbBzzJ3hg?start=210&end=220,youtu.be/MH33LSP9CiI?start=120&end=130,youtu.be/-xyTvA1F16M?start=590&end=600,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0bpl036,Human locomotion,Sounds resulting from human body actions involved in changing location.,,/m/06h7j,/m/07qv_x_,/m/07pbtc8,,,,,,,abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/06h7j,Run,Move fast by using one's feet.,http://en.wikipedia.org/wiki/Running,,,,,,,,,,,,,,,youtu.be/F4Rqp8W59rY?start=30&end=40,youtu.be/Q_29jnpYobY?start=30&end=40,youtu.be/5uXUyEf8bzY?start=30&end=40,youtu.be/9TDFjw6eF5M?start=30&end=40,youtu.be/3cjFmZe9muo?start=300&end=310,youtu.be/_rABcqr2InE?start=250&end=260,,,,,,,,,,,,,,,,,,,,,,
/m/07qv_x_,Shuffle,"Walk while dragging the feet, often indicating impaired mobility.",http://wordnetweb.princeton.edu/perl/webwn?s=shuffle,,,,,,,,,,,,,,,youtu.be/SJRNlFrlL6I?start=1&end=11,youtu.be/u-xy9MsPuAI?start=7&end=17,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/07pbtc8,"Walk, footsteps",The sound of feet or shoes contacting the ground in conventional human locomotion.,http://wordnetweb.princeton.edu/perl/webwn?s=walk,,,,,,,,,,,,,,,youtu.be/Dl_-9HuKqD0?start=220&end=230,youtu.be/ulYCw2ZEiz4?start=50&end=60,youtu.be/0qes0wPqdEs?start=30&end=40,youtu.be/XYm5hJfJaFo?start=80&end=90,youtu.be/DBRvVR2KHeg?start=230&end=240,youtu.be/V851WPfpbwA?start=230&end=240,youtu.be/Ix5uPjC1gHI?start=70&end=80,youtu.be/2Z4THg6VA1A?start=10&end=20,,,,,,,,,,,,,,,,,,,,
/m/0160x5,Digestive,Sounds associated with the human function of eating and processing nutrition (food).,,/m/03cczk,/m/07pdhp0,/m/0939n_,/m/01g90h,/m/03q5_w,/m/02p3nc,/m/02_nn,,,abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/03cczk,"Chewing, mastication",Food being crushed and ground by teeth.,http://en.wikipedia.org/wiki/Mastication,,,,,,,,,,,,,,,youtu.be/EBnrA85wsc4?start=530&end=540,youtu.be/EkCIh67xI_w?start=30&end=40,youtu.be/fCQMflXjGU8?start=460&end=470,youtu.be/A7MnWIjUVw8?start=40&end=50,youtu.be/q2m5ChTEe4k?start=450&end=460,youtu.be/mE092i7zPqY?start=19&end=29,youtu.be/G3it26Z8E8U?start=30&end=40,youtu.be/5xAEW3g6en8?start=100&end=110,youtu.be/9lKmiUIJfGc?start=280&end=290,,,,,,,,,,,,,,,,,,,
/m/07pdhp0,Biting,Gripping or chewing off with the teeth and jaws.,http://wordnetweb.princeton.edu/perl/webwn?s=biting,,,,,,,,,,,,,,,youtu.be/3CkwNL_UGoA?start=30&end=40,youtu.be/WoA9_cYAlfc?start=240&end=250,youtu.be/XMGG2w26ea4?start=30&end=40,youtu.be/PRsBCvps7D0?start=30&end=40,youtu.be/BH4UwESvYw8?start=160&end=170,youtu.be/X8ulg-9etoU?start=80&end=90,,,,,,,,,,,,,,,,,,,,,,
/m/0939n_,Gargling,Air from the lungs bubbling through a liquid in the mouth.,http://en.wikipedia.org/wiki/Gargling,,,,,,,,,,,,,,,youtu.be/Dz8filbrC98?start=60&end=70,youtu.be/e8saB9V1UXo?start=70&end=80,youtu.be/SVSjNao4ZFQ?start=80&end=90,youtu.be/Rk6O2IWjwFg?start=520&end=530,youtu.be/ACNcxeQ-Rns?start=20&end=30,youtu.be/bQR7moK_WZg?start=30&end=40,youtu.be/QS--7Slaacc?start=30&end=40,youtu.be/AbNB97ANUDA?start=30&end=40,,,,,,,,,,,,,,,,,,,,
/m/01g90h,Stomach rumble,"A rumbling, growling or gurgling noise produced by movement of the contents of the gastro-intestinal tract.",http://en.wikipedia.org/wiki/Stomach_rumble,,,,,,,,,,,,,,,youtu.be/Gq9nl91baGg?start=110&end=120,youtu.be/kCXc7_Xie2s?start=12&end=22,youtu.be/Fk8-06ipZYo?start=400&end=410,youtu.be/2_Z3pMnrWKY?start=400&end=410,,,,,,,,,,,,,,,,,,,,,,,,
/m/03q5_w,"Burping, eructation",The release of gas from the digestive tract through the mouth.,http://en.wikipedia.org/wiki/Burping,,,,,,,,,,,,,,,youtu.be/IsnR6Ck3j44?start=160&end=170,youtu.be/8xMdlr7YTr4?start=70&end=80,youtu.be/uhOh3x9I6bw?start=20&end=30,youtu.be/cQAiS0dk8Zc?start=130&end=140,youtu.be/1WI9921OeRc?start=570&end=580,youtu.be/N_ggss-wQmQ?start=40&end=50,youtu.be/Xo6WBR_cFXQ?start=80&end=90,youtu.be/X9oZGgZij0c?start=220&end=230,youtu.be/IP-zbN5rVNs?start=50&end=60,,,,,,,,,,,,,,,,,,,
/m/02p3nc,Hiccup,"A strong, involuntary contraction of the diaphragm that may repeat several times per minute.",http://en.wikipedia.org/wiki/Hiccup,,,,,,,,,,,,,,,youtu.be/m8yH5TLD1oQ?start=190&end=200,youtu.be/g1mJnZVGQkk?start=30&end=40,youtu.be/JQ2XH_Ci_tk?start=80&end=90,youtu.be/7gdSJ30FfNU?start=460&end=470,youtu.be/VMdN2OuP6fk?start=90&end=100,,,,,,,,,,,,,,,,,,,,,,,
/m/02_nn,Fart,The release of gasses produced by digestion through the anus; flatulence.,http://en.wikipedia.org/wiki/Fart,,,,,,,,,,,,,,,youtu.be/xOkFu3ahJAs?start=50&end=60,youtu.be/O9kJ6tBGGR0?start=70&end=80,youtu.be/DKnViWndkPc?start=10&end=20,youtu.be/qtLaibhO5hI?start=30&end=40,youtu.be/ZMi9XHLZzSk?start=20&end=30,youtu.be/Le9QaCTQFQ4?start=150&end=160,,,,,,,,,,,,,,,,,,,,,,
/m/0k65p,Hands,Sounds originating primarily from the hands and fingers of humans.,,/m/025_jnm,/m/0l15bq,,,,,,,,,,,,,youtu.be/tHASgPEwR_4?start=60&end=70,youtu.be/s9ODY2HdI7g?start=30&end=40,youtu.be/qPsooNWBc90?start=40&end=50,youtu.be/S-n7Rkg32tE?start=230&end=240,youtu.be/nGmhfmCVnnc?start=30&end=40,youtu.be/O9z0AAuWG20?start=420&end=430,youtu.be/PU-4TfhBjrA?start=60&end=70,youtu.be/cJAm1VXhvGA?start=150&end=160,youtu.be/KSOxq1eovtw?start=30&end=40,,,,,,,,,,,,,,,,,,,
/m/025_jnm,Finger snapping,A snapping or clicking sound usually caused by building tension between the thumb and another finger and then moving the other finger forcefully downward to hits the palm at high speed.,http://en.wikipedia.org/wiki/Finger_snapping,,,,,,,,,,,,,,,youtu.be/Q6hIvsdfCF8?start=10&end=20,youtu.be/p42W37beu88?start=90&end=100,youtu.be/vxrM-HU9ITQ?start=30&end=40,youtu.be/UPJl7MtJwhw?start=30&end=40,youtu.be/p6VIZQAV5PQ?start=30&end=40,youtu.be/lmSmwPsWvII?start=83&end=93,youtu.be/JwWoO-dafDc?start=190&end=200,youtu.be/_e7dRfvWLPo?start=30&end=40,,,,,,,,,,,,,,,,,,,,
/m/0l15bq,Clapping,"A percussive sound made by a human striking together the palms of their two hands, often quickly and repeatedly to express appreciation or approval. This category is to be used for distinct claps by a single person; for a group of people clapping together, use Applause.",http://en.wikipedia.org/wiki/Clapping,,,,,,,,,,,,,,,youtu.be/ATHjFAM3ehk?start=80&end=90,youtu.be/TCI_qydc554?start=20&end=30,youtu.be/8byxt0IjVcQ?start=30&end=40,youtu.be/0aSF6X4-Ksg?start=50&end=60,youtu.be/-FRGpQEpEWM?start=30&end=40,youtu.be/ikdaGO5jUYU?start=80&end=90,youtu.be/3qEb6Y-D7Mw?start=40&end=50,,,,,,,,,,,,,,,,,,,,,
/m/01jg02,"Heart sounds, heartbeat",Noises generated by the beating heart and the resultant flow of blood through it.,http://en.wikipedia.org/wiki/Heart_sounds,/m/01jg1z,,,,,,,,,,,,,,youtu.be/40YB3ROwAbE?start=30&end=40,youtu.be/g9IEEN6Zm8E?start=100&end=110,youtu.be/T9I8C9l3fR0?start=30&end=40,youtu.be/nFjBft9nEhs?start=30&end=40,youtu.be/PkgYuDzOvnc?start=30&end=40,youtu.be/sbcqHphoMDA?start=100&end=110,,,,,,,,,,,,,,,,,,,,,,
/m/01jg1z,Heart murmur,"Heart sounds produced by abnormal blood flow across one of the heart valves, typically detected by a stethoscope.",http://en.wikipedia.org/wiki/Heart_murmur,,,,,,,,,,blacklist,,,,,youtu.be/tpvMXSfxGOg?start=30&end=40,youtu.be/m_QTr-0Y_Ek?start=110&end=120,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/04xp5v,Otoacoustic emission,"A sound generated within the inner ear, generally understood to result from positive feedback in the highly-sensitive ear mechanism.",http://en.wikipedia.org/wiki/Otoacoustic_emission,/m/0pv6y,,,,,,,,,blacklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/0pv6y,"Tinnitus, ringing in the ears","A sound perceived when no external sound is present, often described as ringing, usually related to short-term trauma or longer-lasting damage to the ear.",http://en.wikipedia.org/wiki/Tinnitus,,,,,,,,,,blacklist,,,,,youtu.be/4XBH8x2mcZk?start=60&end=70,youtu.be/8WFmDgu2Z9Y?start=10&end=20,youtu.be/ZEHdCaVwtvs?start=270&end=280,youtu.be/eCWPT9pS7so?start=40&end=50,youtu.be/OE5fIoveLoM?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,
/t/dd00012,Human group actions,Sounds produced by groups of humans rather than individuals.,,/m/0l15bq,/m/053hz1,/m/028ght,/m/07rkbfh,/m/03qtwd,/m/07qfr4h,/m/04v5dt,/t/dd00013,/t/dd00135,abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/053hz1,Cheering,"Encouraging, stimulating, or exciting vocalizations indicating approval or welcoming persons, announcements, etc.",http://en.wikipedia.org/wiki/Cheering,,,,,,,,,,,,,,,youtu.be/YtItqbSzKBs?start=190&end=200,youtu.be/7yntRBheP3M?start=30&end=40,youtu.be/rJ20qPKtLnU?start=70&end=80,youtu.be/HxPdX8caIaM?start=10&end=20,youtu.be/Sdl9uYLySyU?start=30&end=40,youtu.be/OqpuMxjAYTs?start=180&end=190,youtu.be/oxBsRnUc_6U?start=250&end=260,youtu.be/4ul8uXkumZM?start=40&end=50,,,,,,,,,,,,,,,,,,,,
/m/028ght,Applause,Group expression of approval by the collective act of clapping by a group.,http://en.wikipedia.org/wiki/Applause,,,,,,,,,,,,,,,youtu.be/lAD74Ey6bL4?start=510&end=520,youtu.be/7WSH77zPigA?start=30&end=40,youtu.be/kqzL3xznfiU?start=350&end=360,youtu.be/0-ygGIzPk6Y?start=30&end=40,youtu.be/Uzj6a_Btyqs?start=450&end=460,youtu.be/e1gdVg7DcV4?start=360&end=370,youtu.be/Rb2L0PmwcvA?start=420&end=430,youtu.be/ep3rfNAyXGs?start=40&end=50,youtu.be/rpoTKm-QB7Y?start=15&end=25,,,,,,,,,,,,,,,,,,,
/m/07rkbfh,Chatter,The combined sound of casual speech by many people in individual simultaneous conversations.,http://wordnetweb.princeton.edu/perl/webwn?s=chatter,,,,,,,,,,,,,,,youtu.be/ViYMLK4dujU?start=200&end=210,youtu.be/XXsfmD0Bss0?start=400&end=410,youtu.be/NyEcj25jlSY?start=40&end=50,youtu.be/Fvbyp4w6EaM?start=220&end=230,youtu.be/3YCmyruGOK8?start=140&end=150,youtu.be/VmPeBqOwI-Y?start=140&end=150,,,,,,,,,,,,,,,,,,,,,,
/m/03qtwd,Crowd,The sound of a large group of people gathered together.,http://en.wikipedia.org/wiki/Crowd,,,,,,,,,,,,,,,youtu.be/kUKWkSKQEJY?start=310&end=320,youtu.be/V5PKN1kIPh8?start=120&end=130,youtu.be/y_betJ7lbvs?start=190&end=200,youtu.be/xGPtos-dfDU?start=360&end=370,youtu.be/qlsptFT16nA?start=350&end=360,youtu.be/yNkD_yqgUk0?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,
/m/07qfr4h,"Hubbub, speech noise, speech babble","Loud, disordered, unintelligible speech noise from many sources.",http://wordnetweb.princeton.edu/perl/webwn?s=hubbub,,,,,,,,,,,,,,,youtu.be/7kw_my9mSSY?start=30&end=40,youtu.be/9heeSXrNtXY?start=60&end=70,youtu.be/_frFEY2PG-8?start=140&end=150,youtu.be/WIKHKccnhCg?start=190&end=200,youtu.be/DTmnaeDISTY?start=20&end=30,youtu.be/4Csr25pn41Q?start=30&end=40,youtu.be/c8CsTpDQlaE?start=280&end=290,youtu.be/ca5yYSLOcpY?start=10&end=20,,,,,,,,,,,,,,,,,,,,
/m/04v5dt,Booing,"Vocal display of displeasure for someone or something, generally an entertainer, by loudly yelling ""boo!"" or making other noises of disparagement.",http://en.wikipedia.org/wiki/Booing,,,,,,,,,,,,,,,youtu.be/-Cz0muXWdeU?start=310&end=320,youtu.be/X6xMdMyx4Q8?start=190&end=200,youtu.be/07ckQxmU9KM?start=23&end=33,,,,,,,,,,,,,,,,,,,,,,,,,
/t/dd00013,Children playing,"The sound of children at play, including any of vocalization or the sounds of their activities.",,,,,,,,,,,,,,,,youtu.be/oxj5zL56UNQ?start=400&end=410,youtu.be/MkLjgMq-XWo?start=20&end=30,youtu.be/ZUu13n3vyT8?start=290&end=300,youtu.be/H867X9MA2x4?start=130&end=140,youtu.be/SjkBir6CfV8?start=20&end=30,youtu.be/sQDMqzfpd-Q?start=10&end=20,,,,,,,,,,,,,,,,,,,,,,
/m/0jbk,Animal,All sound produced by the bodies and actions of nonhuman animals.,,/m/068hy,/m/0ch8v,/m/01280g,,,,,,,,,,,,youtu.be/kECE3qqOknU?start=240&end=250,youtu.be/gDGP5i3GeGM?start=30&end=40,youtu.be/Fup9UWyLXjA?start=190&end=200,youtu.be/YCJs-dwWEks?start=30&end=40,youtu.be/DNfdqCO9P18?start=30&end=40,youtu.be/-oRgzBsFneA?start=22&end=32,youtu.be/ao4g6YKxso8?start=20&end=30,youtu.be/7j1G8xvOlYw?start=15&end=25,youtu.be/7nC42YgzxrA?start=120&end=130,,,,,,,,,,,,,,,,,,,
/m/068hy,"Domestic animals, pets","Sounds of animals kept in close proximity to humans for company, protection, and entertainment.",http://en.wikipedia.org/wiki/Pet,/m/0bt9lr,/m/01yrx,,,,,,,,,,,,,youtu.be/3SQwwK4JU2I?start=50&end=60,youtu.be/88AWuXFZkTU?start=17&end=27,youtu.be/Byo0kKnIASM?start=10&end=20,youtu.be/6Flj55tSIQE?start=10&end=20,youtu.be/3Cu8KEB9C74?start=70&end=80,youtu.be/bTLrBsAy-cE?start=30&end=40,youtu.be/xwJUplydiuw?start=70&end=80,,,,,,,,,,,,,,,,,,,,,
/m/0bt9lr,Dog,"Any sounds coming from the familiar domesticated canid which has been selectively bred over millennia for companionship, protection, as well as for superior sensory capabilities, and other useful behaviors.",http://en.wikipedia.org/wiki/Dog,/m/05tny_,/m/07r_k2n,/m/07qf0zm,/m/07rc7d9,/m/0ghcn6,/t/dd00136,/m/07srf8z,,,,,,,,youtu.be/2M9XExD5qZc?start=30&end=40,youtu.be/x5Z7h8G-tYs?start=30&end=40,youtu.be/8UQNzfJX-O8?start=80&end=90,youtu.be/7h0FRbJSy7I?start=30&end=40,youtu.be/iyg_5TVi7_Q?start=450&end=460,youtu.be/1spRiYwd09c?start=70&end=80,youtu.be/TsePRLNK3Ho?start=40&end=50,youtu.be/7ajTgyQVczE?start=50&end=60,youtu.be/azavLi-x9Cw?start=310&end=320,,,,,,,,,,,,,,,,,,,
/m/05tny_,Bark,"Principal communication sound produced by dogs. Often transliterated as woof, especially for large dogs.",http://en.wikipedia.org/wiki/Bark_(sound),,,,,,,,,,,,,,,youtu.be/PGfUJCl4M2E?start=80&end=90,youtu.be/o-a6xZnOvP4?start=40&end=50,youtu.be/G8BSfIQcDI0?start=110&end=120,youtu.be/NKfyi7q0JNU?start=20&end=30,youtu.be/IYFq35F80hY?start=20&end=30,youtu.be/YlgYRxOe7vA?start=170&end=180,youtu.be/RVKEE-0WdLM?start=30&end=40,youtu.be/CecFyrZB-FM?start=60&end=70,,,,,,,,,,,,,,,,,,,,
/m/07r_k2n,Yip,"A sharp high-pitched bark or cry, typically from a miniature dog.",http://wordnetweb.princeton.edu/perl/webwn?s=yip,,,,,,,,,,,,,,,youtu.be/5ROJv9qD0e8?start=30&end=40,youtu.be/9_5DNgJO-Gs?start=15&end=25,youtu.be/-5IoPSM59xM?start=9&end=19,,,,,,,,,,,,,,,,,,,,,,,,,
/m/07qf0zm,Howl,"The long plaintive cry of a dog, wolf, or other canidae.",http://wordnetweb.princeton.edu/perl/webwn?s=howl,,,,,,,,,,,,,,,youtu.be/i0j8eJ97eBg?start=20&end=30,youtu.be/ZhgQ8G03Zjw?start=10&end=20,youtu.be/UT43tXUgAqk?start=50&end=60,youtu.be/TmcPW-sbKUw?start=30&end=40,youtu.be/PWiI1jGK8kQ?start=60&end=70,youtu.be/5ztulE7OhaA?start=50&end=60,youtu.be/-hDuDDv0lbQ?start=30&end=40,,,,,,,,,,,,,,,,,,,,,
/m/07rc7d9,Bow-wow,Dog communication sound that is more tonal and less abrupt than a classic bark.,http://wordnetweb.princeton.edu/perl/webwn?s=bow-wow,,,,,,,,,,,,,,,youtu.be/c8T5BXR0Oxo?start=30&end=40,youtu.be/2D-Zq-hS5vY?start=30&end=40,youtu.be/FtqlvNd8meU?start=230&end=240,youtu.be/N-5sU5MnwtE?start=90&end=100,,,,,,,,,,,,,,,,,,,,,,,,
/m/0ghcn6,Growling,"A low, guttural vocalization produced by animals as a warning, a sign of aggression, or to express anger.",http://en.wikipedia.org/wiki/Growling,,,,,,,,,,,,,,,youtu.be/awGgmjI0oaI?start=19&end=29,youtu.be/a9R4pBS_nnM?start=10&end=20,youtu.be/goy6XN59IFY?start=490&end=500,youtu.be/H-BEdsuYFFw?start=40&end=50,youtu.be/YfxejAWkNcY?start=20&end=30,youtu.be/jL6K_C9hRFs?start=80&end=90,youtu.be/kPkat62eHrc?start=10&end=20,youtu.be/xdl3MP9X1DM?start=30&end=40,,,,,,,,,,,,,,,,,,,,
/t/dd00136,Whimper (dog),"Muted dog vocalization indicating submission, fear, or pain.",,,,,,,,,,,,,,,,youtu.be/2VwfCvSyQ2U?start=30&end=40,youtu.be/pstdKyySdbQ?start=30&end=40,youtu.be/-PveIRMYamI?start=15&end=25,youtu.be/-BL3E3sLc78?start=30&end=40,youtu.be/63VwvFLgIak?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,
/m/07srf8z,Bay,The sound made by a hound on the scent.,http://wordnetweb.princeton.edu/perl/webwn?s=bay,,,,,,,,,,blacklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/01yrx,Cat,"Sounds associated with the familiar, furry, domestic carnivorous mammal.",http://en.wikipedia.org/wiki/Cat,/m/02yds9,/m/07qrkrw,/m/07rjwbb,/m/0f25s6,/m/07r81j2,/m/0ghcn6,,,,,,,,,youtu.be/5abeJmVq3hU?start=100&end=110,youtu.be/NdJ910zuXrk?start=40&end=50,youtu.be/_DkdN717Pj8?start=10&end=20,youtu.be/ZJcDVzElozo?start=120&end=130,youtu.be/mGcIhQw0d5U?start=40&end=50,youtu.be/hsAnIv1pOx0?start=30&end=40,youtu.be/nAKQA8W1Vqs?start=27&end=37,youtu.be/fgdBZgILLzs?start=30&end=40,,,,,,,,,,,,,,,,,,,,
/m/02yds9,Purr,A tonal fluttering sound made by cats to indicate contentment or relaxed pleasure.,http://en.wikipedia.org/wiki/Purr,,,,,,,,,,,,,,,youtu.be/suUMt34qu5c?start=30&end=40,youtu.be/U80msVD7UwY?start=370&end=380,youtu.be/RJcWUsq9S7k?start=90&end=100,youtu.be/IEMsniLsvrg?start=20&end=30,youtu.be/FFUPnvY3dXA?start=270&end=280,youtu.be/OEHhFtvE50A?start=30&end=40,youtu.be/I_tDt5W2x2Y?start=10&end=20,youtu.be/EHziu6xjukk?start=30&end=40,,,,,,,,,,,,,,,,,,,,
/m/07qrkrw,Meow,The classic tonal communication sound made by cats.,http://wordnetweb.princeton.edu/perl/webwn?s=meow,,,,,,,,,,,,,,,youtu.be/b3dYlDbU_78?start=30&end=40,youtu.be/wDbhmulc2Lk?start=30&end=40,youtu.be/8y_kK7fV1QU?start=10&end=20,youtu.be/_zgFmCdbFSk?start=16&end=26,youtu.be/95EUjkKsr1c?start=2&end=12,youtu.be/AOj_Kpbg9xU?start=30&end=40,youtu.be/T-7ed-4B_oc?start=30&end=40,youtu.be/-w3qkf-V-PY?start=30&end=40,youtu.be/3n--reua_a0?start=27&end=37,,,,,,,,,,,,,,,,,,,
/m/07rjwbb,Hiss,"A fricative sound, such as from a cat giving warning, or an audience indicating disapproval.",http://wordnetweb.princeton.edu/perl/webwn?s=hiss,,,,,,,,,,,,,,,youtu.be/7fuyNj3y8z8?start=30&end=40,youtu.be/sNFrUosKoq4?start=140&end=150,youtu.be/3GkJeelJCB0?start=30&end=40,youtu.be/uN4LHeFWBHY?start=30&end=40,youtu.be/l4fED3GwuwY?start=30&end=40,youtu.be/-dN7rnGYtNQ?start=30&end=40,youtu.be/5wScdWqlS0c?start=30&end=40,,,,,,,,,,,,,,,,,,,,,
/m/0f25s6,Cat communication,Other sound deliberately made by cats to communicate with other animals.,http://en.wikipedia.org/wiki/Cat_communication,,,,,,,,,,blacklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/m/07r81j2,Caterwaul,The yowling sound made by a cat in heat.,http://wordnetweb.princeton.edu/perl/webwn?s=caterwaul,,,,,,,,,,,,,,,youtu.be/02dEE23cyGU?start=2&end=12,youtu.be/u3huL-igOL0?start=160&end=170,youtu.be/1tC7bTilFWk?start=30&end=40,youtu.be/Vvyroqu2QN4?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,,
/m/0ch8v,"Livestock, farm animals, working animals",Sound made by animals associated with farms and agriculture.,http://en.wikipedia.org/wiki/Livestock,/m/03k3r,/m/0ffhf,/m/01xq0k1,/m/068zj,/m/03fwl,/m/07bgp,/m/025rv6n,,,,,,,,youtu.be/T5xYIPkOfXc?start=60&end=70,youtu.be/lug9rO_5UGU?start=50&end=60,youtu.be/rm9Bwksyl_A?start=30&end=40,youtu.be/o58iPCU6vOs?start=60&end=70,youtu.be/rs4Bpk_OXfc?start=30&end=40,youtu.be/zUinGkfkq7Y?start=20&end=30,youtu.be/RqYjn1aDHLY?start=50&end=60,,,,,,,,,,,,,,,,,,,,,
/m/03k3r,Horse,"Sounds associated with the familiar domesticated large, fast, and strong ungulate mammal.",http://en.wikipedia.org/wiki/Horse,/m/07rv9rh,/m/07q5rw0,/t/dd00139,/t/dd00140,,,,,,,,,,,youtu.be/yajlx6BNbPI?start=160&end=170,youtu.be/Da48zrkaU3E?start=340&end=350,youtu.be/14ZSZeRJiG4?start=300&end=310,youtu.be/dzSssD-ITNo?start=30&end=40,youtu.be/5cCq9hL1Jxg?start=2&end=12,youtu.be/3cc2GDUvdHo?start=14&end=24,,,,,,,,,,,,,,,,,,,,,,
/m/07rv9rh,Clip-clop,The sound of a horse's hoofs hitting on a hard surface.,http://wordnetweb.princeton.edu/perl/webwn?s=clip-clop,,,,,,,,,,,,,,,youtu.be/06JrdfCNSso?start=3&end=13,youtu.be/HRFAq0D6ROY?start=30&end=40,youtu.be/-qbPc4nh5ac?start=13&end=23,youtu.be/DuWkYCyOrN0?start=30&end=40,youtu.be/Ej-VJMQVxuc?start=30&end=40,youtu.be/0O5xF0PdtBg?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,
/m/07q5rw0,"Neigh, whinny",The characteristic communication sound made by a horse.,http://wordnetweb.princeton.edu/perl/webwn?s=neigh,,,,,,,,,,,,,,,youtu.be/8I88xIoT3qM?start=110&end=120,youtu.be/7wfM1zUa_zo?start=30&end=40,youtu.be/CRlC9US2Vgs?start=30&end=40,youtu.be/6L_HclNjdWg?start=30&end=40,youtu.be/DcNVcRK4F4g?start=30&end=40,,,,,,,,,,,,,,,,,,,,,,,
/t/dd00139,Snort (horse),The sound of a rapid exhale through a horse's nose.,http://wordnetweb.princeton.edu/perl/webwn?s=snort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/t/dd00140,Nicker,A soft neighing sound made by a horse.,http://wordnetweb.princeton.edu/perl/webwn?s=nicker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
